carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Coupé,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,2001,49900,"",911,911 GT2,"","","",11,l_km_consumption
Cabriolet,Blue,Occasion,"",Automatik-Getriebe,Zuzwil,"",Mercedes-benz,2008,32500,"","",CLK DTM AMG,"","","",2,null
Coupé,Blue,Occasion,"",Schaltgetriebe,Zuzwil,"",Renault,1977,39267,"",Alpine A110,A5 Motor,"","","",5,null
Cabriolet,Blue,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1998,166550,"",SLK 230,SLK 230 Kompressor,"","","",7,l_km_consumption
Limousine,Blue,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2006,48000,"",S 500,S 500,"","","",6,l_km_consumption
Limousine,Grey,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2000,83900,"",E 320,E 320 Elégance 4-Matic,"","","",3,l_km_consumption
Coupé,Grey,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Ruf,1997,20900,"","",CTR 2 Sport,"","","",10,null
Cabriolet,Other,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1998,48300,"",SL 500,SL 500,"","","",4,l_km_consumption
Limousine,Grey,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1999,32700,"",S 500,S 500 L,"","","",5,l_km_consumption
Kombi,Red,Occasion,"",Automat,Zuzwil,"",Audi,2008,112400,"",RS6,RS6 Avant 5.0 V10 quattro 730PS,"","","",7,l_km_consumption
Coupé,Red,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,1998,58200,"",911,911 Carrera,"","","",1,l_km_consumption
Limousine,Red,Occasion,"",Automat,Zuzwil,"",BMW,1998,63000,"",740,740i,"","","",2,l_km_consumption
Coupé,Red,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2007,99999,"",CL 600,CL 600,"","","",4,l_km_consumption
SUV / Geländewagen,Black,Occasion,"",Automat,Zuzwil,"",Jeep,1995,133500,"",Grand Cherokee,Grand Cherokee 5.2 Ltd.,"","","",2,null
Coupé,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Audi,2008,29300,"",TT,TTS Cpé 2.0 TFSI quattro,"","","",8,l_km_consumption
Limousine,Blue,Occasion,"",Automat sequentiell,Zuzwil,"",BMW,1998,60700,"",750,750i,"","","",3,l_km_consumption
SUV / Geländewagen,Black,Occasion,"",Automat sequentiell,Zuzwil,"",BMW,2001,79900,"",X5,X5 4.4i,"","","",6,l_km_consumption
Limousine,Black,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2005,1500,"",S 500,S 500,"","","",11,l_km_consumption
Coupé,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Maserati,2006,38900,"",COUPÉ GT,Coupé GT,"","","",9,l_km_consumption
Coupé,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,1999,47900,"",911,911 GT3,"","","",10,l_km_consumption
Limousine,Silver,Occasion,"",Automatik-Getriebe,Zuzwil,"",BMW,2003,33600,"",545,545i,"","","",9,l_km_consumption
Coupé,Silver,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",BMW,2005,8500,"",M6,M6,"","","",7,l_km_consumption
Limousine,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2002,69100,"",S 320,S 320,"","","",3,l_km_consumption
Cabriolet,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",BMW,2013,5400,"",650,650i xDrive,"","","",1,l_km_consumption
Limousine,Silver,Occasion,"",Automat stufenlos,Zuzwil,"",Audi,2002,67700,"",A6,A6 2.4,"","","",7,l_km_consumption
Kombi,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2002,47400,"",RS6,RS6 Avant quattro,"","","",12,l_km_consumption
Cabriolet,Blue,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Porsche,2009,52000,"",911,911 Turbo Cabrio,"","","",12,l_km_consumption
SUV / Geländewagen,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",BMW,2002,60100,"",X5,X5 4.4i,"","","",3,l_km_consumption
SUV / Geländewagen,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Toyota,1982,5000,"",LAND CRUISER,FJ 40,"","","",2,null
Cabriolet,White,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2003,43000,"",SL 600,SL 600,"","","",1,l_km_consumption
Limousine,White,Occasion,"",Automat,Zuzwil,"",Rolls-royce,2004,54000,"",PHANTOM,Phantom 6.7 V12,"","","",11,l_km_consumption
Coupé,Blue,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2002,52500,"",CLK 55 AMG,CLK 55 AMG Avantgarde,"","","",6,l_km_consumption
Limousine,Grey,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2002,54500,"",S 500,S 500 L 4Matic,"","","",12,l_km_consumption
Coupé,Grey,Occasion,"",Automatik-Getriebe,Zuzwil,"",Ferrari,2003,8100,"",575M,575M,"","","",12,l_km_consumption
Cabriolet,Grey,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2004,20000,"",SL 600,SL 600,"","","",3,l_km_consumption
Coupé,Grey,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,1996,88100,"",911,911 Turbo,"","","",5,l_km_consumption
Limousine,Grey,Oldtimer,"",Schaltgetriebe,Zuzwil,"",Ford,1966,69377,"",CORTINA,Cortina Lotus,"","","",4,null
Cabriolet,Green,Occasion,"",Automatik-Getriebe,Zuzwil,"",BMW,2002,52900,"",M3,M3,"","","",12,l_km_consumption
SUV / Geländewagen,Green,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Mercedes-benz,2012,16500,"",ML 63 AMG,ML 63 AMG 4Matic,"","","",1,l_km_consumption
Cabriolet,Red,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Ferrari,2001,58000,"",F360,F360 Spider,"","","",5,l_km_consumption
Cabriolet,Blue,Occasion,"",Schaltgetriebe,Zuzwil,"",Triumph,1974,38000,"",Spitfire,MK IV,"","","",3,null
Limousine,Red,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,1997,33800,"",A8,A8 4.2 quattro,"","","",9,l_km_consumption
Cabriolet,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2003,92300,"",CLK 55 AMG,CLK 55 AMG Avantgarde,"","","",2,l_km_consumption
Limousine,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1999,51000,"",S 500,S 500,"","","",10,l_km_consumption
Limousine,Black,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2007,39900,"",E 63 AMG,E 63 AMG Avantgarde,"","","",7,l_km_consumption
Coupé,Black,Occasion,"",Schaltgetriebe,Zuzwil,"",Renault,1973,40700,"",Alpine A110,1600 SC,"","","",8,null
Pick-up,Black,Occasion,"",Automatik-Getriebe,Zuzwil,"",Dodge,2006,41000,"",Ram,SRT-10,"","","",3,null
Coupé,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Maserati,2009,45000,"",GRANTURISMO,GranTurismo S,"","","",7,l_km_consumption
Kombi,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1998,64100,"",C 43 AMG,C 43 AMG Sport,"","","",1,l_km_consumption
Limousine,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Lancia,1994,130300,"",DELTA,Delta HF Integrale Evo 4V,"","","",1,null
Limousine,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Alfa Romeo,1972,79380,"",GT,1300 Junior,"","","",6,null
SUV / Geländewagen,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",BMW,2012,39200,"",X1,X1 xDrive 25d Sport Line,"","","",9,l_km_consumption
Cabriolet,Silver,Occasion,"",Schaltgetriebe,Zuzwil,"",Renault,2000,8000,"",SPORT SPIDER,Windschutzscheibe,"","","",9,null
Cabriolet,Blue,Occasion,"",Schaltgetriebe,Sursee,"",Chevrolet,1969,10000,"",CAMARO,null,"","","",3,null
SUV / Geländewagen,Silver,Neu,"",Automat sequentiell,Zuzwil,"",Porsche,2007,400,"",CAYENNE,Cayenne Turbo S,"","","",5,l_km_consumption
Limousine,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",BMW-alpina,2003,54100,"",3 SERIES,B3 3.3 S,"","","",2,l_km_consumption
Coupé,Silver,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",BMW,2005,55000,"",M6,M6,"","","",7,l_km_consumption
